FACILITY_ID,FACILITY,AGENCY,LATITUDE,LONGITUDE,VIOLATIONTYPE,VIOLATIONSUBTYPE,VIOLATIONDESCRIPTION,OCCURREDON,PROGRAM,PROGRAM CATEGORY,Parameter,Limit,Result,Units,Period,Monitoring Location,Location 1
259335,Sugar Pine Conservation Camp,Ca Dept of Forestry Sugar Pine,40.728846,-122.077262,Order Conditions,,Freeboard VIolation,05/01/2003,WDRMUNIOTH,WDR,,,,,,,"(40.728846, -122.077262)"
271750,Washington Ridge Cons. Camp,Ca Dept of Forestry Nevada City,39.313734,-120.926927,Receiving Water,Groundwater,(4Q07 Monitoring Report) Total coliform organisms reported in groundwater monitoring wells at concentrations greater than 2.2 MPN/100 ml which exceeds the groundwater limitation in the WDRs.,02/02/2008,WDR,WDR,,,,,,,"(39.313734, -120.926927)"
232555,Intermountain Conservation Camp,Ca Dept of Forestry Bieber Calfire,41.12307,-121.21934,Order Conditions,,Flow discharge > WDR,08/01/2013,WDR,WDR,,,,,,,"(41.12307, -121.21934)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Effluent,CAT2,Daily maximum effluent chlorine concentrations are not to exceed 0.02 mg/L.  7 January 2000 grab sample chlorine concentration was 0.24 mg/L.<CR>TRC = 1.2 X 0.02 = 0.24 mg/L; 0.24 mg/L > 0.024 mg/L ==> significant violation.,01/07/2000,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
232714,Ishi Conservation Camp,Ca Dept of Forestry Paynes Creek Calfire,40.303275,-121.878802,Reporting,Deficient Reporting,Missing observations for ponds,11/30/2005,WDRMUNIOTH,WDR,,,,,,,"(40.303275, -121.878802)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections & Rehabilitation,37.893591,-120.551725,Reporting,Deficient Reporting,The Discharger did not submit the Annual Operations Report which was due 30 January 2015. This annual report is required by the WDRs.,01/31/2015,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections & Rehabilitation,37.893591,-120.551725,Reporting,Late Report,May 2015 monitoring report was submitted 1 day late.,07/02/2015,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
256919,Sierra Conservation Center WTP (NPDES),Ca Dept of Corrections Soledad,37.893591,-120.551725,Deficient Monitoring,,"At EFF-001, the Temperature results were not reported during the month of April 2011. The MRP requires sampling to be analyzed once a week.    At EFF-001, the Chlorine Residual results were reported once a week during the month of April 2011. The MRP requires sampling to be analyzed once a day.",04/30/2011,NPDNONMUNIPRCS,NPDESWW,,,,,,,"(37.893591, -120.551725)"
241842,CDCR - Mule Creek State Prison WWTP,Ca Dept of Corrections & Rehabilitation,38.373155,-120.946426,Order Conditions,,DSMR review indicates the average dry weather flow rate was exceeded in October 2005,10/31/2005,WDR,WDR,,,,,,,"(38.373155, -120.946426)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,2Q2003 Late Report,07/31/2003,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Reporting,Deficient Reporting,Failed to submit November MMR.,01/01/2002,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 2011 Late Report,02/01/2012,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,1Q2009 Late Report,05/01/2009,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,Annual 2009 Late Report,02/01/2010,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,1Q2013- The report was due on 4/30/2013 and the report was received on 7/12/2013. The report was 73 days late.,04/30/2013,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,3Q2011 Late Report,10/31/2011,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
216794,Camp #16 Correction Inmate Fac,Los Angeles Cnty Fire Dept,34.45511,-118.11079,Reporting,Late Report,1Q2005 Late Report,05/01/2005,WDRMUNIOTH,WDR,,,,,,,"(34.45511, -118.11079)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,BOD 78>40,04/30/2003,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
236172,Stanislaus Cnty Sheriff Laird Park Honor Farm,Stanislaus Cnty General Services Agency,37.562543,-121.143976,Effluent,CAT1,"April 2008 monthly monitoring report, on 04/07/2008 BOD reported 206 mg/L exceeding daily maximum limit. According to WDRs BOD limit shall  not exceed 30 day average of 40 mg/L or daily maximum of 90 mg/L",04/07/2008,WDRMUNIOTH,WDR,,,,,,,"(37.562543, -121.143976)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,"2003 November M&R exceeded 7-day average for effluent BOD.  Sample for the week of 11/16/2003 was reported at 61 mg/L, the 7-day average limit is 45 mg/L",11/19/2003,WDR,WDR,,,,,,,
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Order Conditions,,Inspection 2/25/09:  Violation of Prohibition D.9. Odors of sewage origin were noted near the plant boundary and near the primary pond.,02/25/2009,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Organic Carbon (TOC) Daily Average (Mean) limit is 20 mg/L and reported value was 26 mg/L.,04/11/2011,REC,WDR,Total Organic Carbon (TOC),20,26,mg/L,Daily Average (Mean),,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Suspended Solids (TSS) Daily Maximum limit is 30.0 mg/L and reported value was 35.0 mg/L.,10/06/2011,REC,WDR,Total Suspended Solids (TSS),30,35,mg/L,Daily Maximum,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,2002 September M&R exceeded 30-day average for Total Dissolved Solids.  Monthly average for Total Dissolved Solids was reported at 1342 mg/L for effluent and 870 mg/L for water supply.  The difference exceeded the 400 mg/L limit,09/30/2002,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Order Conditions,,April 2007 monitoring report did not include required effluent TDS information.,06/02/2007,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Order Conditions,,April 2007 monitoring report did not include required effluent Nitrates as Nitrogen information.,06/02/2007,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Chloride Daily Maximum limit is 150.0 mg/L and reported value was 156.0 mg/L.,11/09/2011,REC,WDR,Chloride,150,156,mg/L,Daily Maximum,,"(34.09139, -118.836933)"
270116,Valley View Conservation Camp,Ca Dept of Forestry Redding Airport Calfire,39.60516,-122.53916,Effluent,OEV,High pH.  Need to contact discharger.,01/01/2002,WDRMUNIOTH,WDR,,,,,,,"(39.60516, -122.53916)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,3Q02 Effluent violation (8/13/02):  BOD (92 / 30 mg/L).,08/13/2002,REC,WDR,,,,,,,"(34.09139, -118.836933)"
239977,Mccain Vly Consv CMP,Ca Dept of Corrections Imperial,32.687777,-116.259997,Effluent,OEV,"2000 3rd Qtr M&R exceeded dry weather flow > .019.  Reported 20,000 gpd.",09/11/2000,WDRMUNIOTH,WDR,,,,,,,"(32.687777, -116.259997)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1, 2004 September M&R exceeded 30-day mean limit for BOD of 30 mg/L. Reported as 39 mg/L.,09/30/2004,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Order Conditions,,April 2007 monitoring report did not include required effluent TSS information.,06/02/2007,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,2004 May M&R exceeded BOD 7-day limit of 45 mg/L. Reported as 46 mg/L.,05/05/2004,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Late Report,No self-monitoring report submitted for the month of March 2005.,05/02/2005,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Late Report,No self-monitoring report submitted for the month of July 2005.,09/02/2005,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,3Q07 Effluent violation (8/8/07):  TOC (21 / 20 mg/L).,08/08/2007,REC,WDR,,,,,,,"(34.09139, -118.836933)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,The fourth quarter groundwater monitoring report as described in the MRP has not been submitted as required by WDRs.,02/01/2003,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Order Conditions,,April 2007 monitoring report did not include required effluent Specific Conductivity information.,06/02/2007,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,"2003 June M&R exceeded 30-day average for effluent BOD.  Monthly average for BOD was reported at 37 mg/L, the 30-day average limit is 30 mg/L",06/30/2003,WDR,WDR,,,,,,,
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Reporting,Late Report,2Q03 report received 49 days late on 9/17/03.  Report was due 7/30/03.,09/17/2003,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,4Q07 effluent violation (10/10/07):  TSS (98 / 30 mg/L).,10/10/2007,REC,WDR,,,,,,,"(34.09139, -118.836933)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Chloride Daily Average (Mean) limit is 500 mg/L and reported value was 631 mg/L.,09/07/2011,REC,WDR,Chloride,500,631,mg/L,Daily Average (Mean),,"(34.09139, -118.836933)"
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,The October 2011 monitoring report did not include influent flow monitoring and irrigation disposal field monitoring results.,10/31/2011,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
216803,Camps Miller and Kilpatrick WWTP,Los Angeles Cnty Probation Dept,34.09139,-118.836933,Effluent,CAT1,Total Suspended Solids (TSS) Daily Maximum limit is 30.0 mg/L and reported value was 37.0 mg/L.,12/05/2012,REC,WDR,Total Suspended Solids (TSS),30,37,mg/L,Daily Maximum,,"(34.09139, -118.836933)"
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C) Monthly Average limit is 30 mg/L and reported value was 33 mg/L.,11/30/2010,WDR,WDR,Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C),30,33,mg/L,Average Monthly (AMEL),,
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Reporting,Deficient Reporting,Incomplete 4th Qtr 2013 (quarterly GW monitoring data not provided),12/31/2013,WDRMUNILRG,WDR,,,,,,,
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Effluent,CAT1,2002 August M&R exceeded 30-day average for BOD.  Monthly average for BOD was reported at 36 mg/L.  The 30-day average limit is 30 mg/L,08/31/2002,WDR,WDR,,,,,,,
214478,Chuckawalla Corr Fac,Ca Dept of Corrections Imperial,,,Reporting,Deficient Reporting,"Incomplete November 2009 M&R (Failed to sample for Sulfate, Nitrate, Fluoride, and Total Nitrogen).",12/16/2010,WDR,WDR,,,,,,,
235207,Konocti Conservation Camp,Ca Dept of Forestry Lower Lake Calfire,38.90889,-122.70722,Reporting,Deficient Reporting,The February 2011 monitoring report did not include influent flow monitoring and irrigation disposal field monitoring results.,02/28/2011,WDR,WDR,,,,,,,"(38.90889, -122.70722)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.7 SU.,05/22/2013,WDR,WDR,pH,8.3,9.7,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,3Q05 Effluent Violation (7/13/05):  Chloride monthly max (133.3 / 100 mg/L).,07/13/2005,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,3Q04 effluent violation (7/14/04):  BOD monthly max (54.3 / 30 mg/L).,07/14/2004,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation; permit limits are between 6.5-8.4; reported value is 10.35.,06/27/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.3 SU.,08/06/2012,WDRMUNILRG,WDR,pH,8.4,9.3,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.7 SU.,09/27/2012,WDRMUNILRG,WDR,pH,8.4,9.7,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.1 SU.,10/29/2012,WDRMUNILRG,WDR,pH,8.4,9.1,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.6 SU.,06/05/2013,WDRMUNILRG,WDR,pH,8.3,9.6,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,OEV,1Q02 effluent violation (3/27/02):   Coliform daily max (>1600 / 240 MPN/100 ml).,03/27/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,CAT1,Effluent settleable solids maximum of 0.5 ml/l was exceeded - report 4.0 ml/l.  Discharger attributes violation to  algae bloom in the ponds .,09/29/2000,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.9 SU.,08/22/2012,WDRMUNILRG,WDR,pH,8.4,9.9,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 10.4 SU.,09/02/2012,WDRMUNILRG,WDR,pH,8.4,10.4,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.4 SU.,07/04/2013,WDRMUNILRG,WDR,pH,8.3,9.4,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.2 SU.,07/15/2013,WDRMUNILRG,WDR,pH,8.3,9.2,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.3 SU.,07/22/2013,WDRMUNILRG,WDR,pH,8.3,9.3,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,4Q02 effluent violation (10/8/02):  Chloride monthly max (125.9 / 100 mg/L).,10/08/2002,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Order Conditions,,Inspection 2/24/09:  Warning signs that non-potable water was being used for irrigation were corroded and not legible.  (Violation of Permit Specification B.6).,02/24/2009,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,4Q05 Effluent Violation (10/12/05):  BOD monthly max (65.7 / 30 mg/L).,10/12/2005,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Permit range is between 6.5-8.4; reported value is 8.65.,12/24/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Deficient Monitoring,,Broken flow meter.,05/31/2010,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 8.7 SU.,12/26/2012,WDRMUNILRG,WDR,pH,8.4,8.7,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 8.7 SU.,10/12/2013,WDRMUNILRG,WDR,pH,8.3,8.7,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.05 SU.,08/31/2015,WDRMUNILRG,WDR,pH,8.3,9.05,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,1Q06 Effluent Violation (2/8/06):  Chloride monthly max (120.7 / 100 mg/L).,02/08/2006,REC,WDR,,,,,,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Reporting,Deficient Reporting,The December monitoring report is incomplete.  Daily flows were not submitted from 12/1 to 12/29.,12/29/2000,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Permit range is between 6.5-8.4; reported value is 9.22.,12/31/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,Monthly average pH range is 6.5-8.4 and reported values were 7.54-10.54.,10/31/2009,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 10.1 SU.,09/11/2012,WDRMUNILRG,WDR,pH,8.4,10.1,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 8.9 SU.,09/07/2013,WDRMUNILRG,WDR,pH,8.3,8.9,SU,Daily Maximum,,"(34.677599, -120.505438)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,OEV,2Q01 effluent violation (4/28/01):  Coliform daily max (350 / 240 MPN/100 ml).,04/28/2001,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,4Q04 effluent violation (12/8/04): Chloride monthly max (217.5 / 100 mg/L).,12/08/2004,REC,WDR,,,,,,,"(34.152084, -117.742213)"
216816,Camps Afflerbaugh & Paige,Los Angeles Cnty Probation Dept,34.152084,-117.742213,Effluent,CAT1,Total Dissolved Solids (TDS) Daily Maximum limit is 600 mg/L and reported value was 634 mg/L.,02/10/2010,REC,WDR,Total Dissolved Solids (TDS),600,634,mg/L,Daily Maximum,,"(34.152084, -117.742213)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH violation; permit limits are between 6.5-8.4; reported value is 9.91.,06/17/2003,WDRMUNILRG,WDR,,,,,,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.4 SU and reported value was 9.9 SU.,08/15/2012,WDRMUNILRG,WDR,pH,8.4,9.9,SU,Daily Maximum,,"(34.677599, -120.505438)"
237312,Lompoc Correctional Facility WWTP,US Penitentiary,34.677599,-120.505438,Effluent,OEV,pH Daily Maximum limit is 8.3 SU and reported value was 9.6 SU.,06/09/2013,WDRMUNILRG,WDR,pH,8.3,9.6,SU,Daily Maximum,,"(34.677599, -120.505438)"
